MiniDOT Logger Concatenated Data File
Sensor:             7530-428102
Concatenation Date: 2020Feb11 14:16:36 PST


            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,           PAR,  Acceleration X,  Acceleration Y,  Acceleration Z
                1581450660,           2020-02-11 19:51:00,           2020-02-11 11:51:00,      3.490000,     22.434000,      6.244880,     1000.000000,       94.000000,      292.000000
                1581450720,           2020-02-11 19:52:00,           2020-02-11 11:52:00,      3.490000,     22.434000,      6.504990,     1008.000000,       92.000000,      296.000000
                1581450780,           2020-02-11 19:53:00,           2020-02-11 11:53:00,      3.490000,     22.425000,      9.236180,     1136.000000,       12.000000,      156.000000
                1581450840,           2020-02-11 19:54:00,           2020-02-11 11:54:00,      3.490000,     22.417000,     21.449100,     1112.000000,      152.000000,      160.000000
                1581450900,           2020-02-11 19:55:00,           2020-02-11 11:55:00,      3.480000,     22.425000,     21.749470,     1120.000000,       38.000000,      163.000000
                1581450960,           2020-02-11 19:56:00,           2020-02-11 11:56:00,      3.480000,     22.425000,     21.588450,     1112.000000,       80.000000,      134.000000
                1581451020,           2020-02-11 19:57:00,           2020-02-11 11:57:00,      3.480000,     22.434000,     21.579160,     1120.000000,       78.000000,      124.000000
                1581451080,           2020-02-11 19:58:00,           2020-02-11 11:58:00,      3.480000,     22.425000,     21.576060,     1116.000000,       80.000000,      124.000000
                1581451140,           2020-02-11 19:59:00,           2020-02-11 11:59:00,      3.480000,     22.417000,     21.542000,     1108.000000,       81.000000,      148.000000
                1581451200,           2020-02-11 20:00:00,           2020-02-11 12:00:00,      3.480000,     22.417000,     21.631800,     1094.000000,       76.000000,      192.000000
                1581451260,           2020-02-11 20:01:00,           2020-02-11 12:01:00,      3.480000,     22.425000,     21.715410,     1100.000000,       78.000000,      172.000000
                1581451320,           2020-02-11 20:02:00,           2020-02-11 12:02:00,      3.480000,     22.400000,     21.678250,     1006.000000,       35.000000,      304.000000
                1581451380,           2020-02-11 20:03:00,           2020-02-11 12:03:00,      3.480000,     22.425000,     21.489360,     1118.000000,       68.000000,      124.000000
                1581451440,           2020-02-11 20:04:00,           2020-02-11 12:04:00,      3.480000,     22.408000,     21.743280,     1116.000000,       76.000000,      124.000000
                1581451500,           2020-02-11 20:05:00,           2020-02-11 12:05:00,      3.480000,     22.408000,     21.641090,     1118.000000,       56.000000,      132.000000
                1581451560,           2020-02-11 20:06:00,           2020-02-11 12:06:00,      3.480000,     22.392000,     21.730890,     1115.000000,       32.000000,      159.000000
                1581451620,           2020-02-11 20:07:00,           2020-02-11 12:07:00,      3.480000,     22.417000,     21.836180,     1118.000000,       72.000000,      124.000000
                1581451680,           2020-02-11 20:08:00,           2020-02-11 12:08:00,      3.480000,     22.400000,     21.421240,     1116.000000,       35.000000,      169.000000
                1581451740,           2020-02-11 20:09:00,           2020-02-11 12:09:00,      3.480000,     22.425000,     21.603930,     1107.000000,       82.000000,      152.000000
                1581451800,           2020-02-11 20:10:00,           2020-02-11 12:10:00,      3.480000,     22.392000,     21.452200,     1112.000000,       81.000000,      134.000000
                1581451860,           2020-02-11 20:11:00,           2020-02-11 12:11:00,      3.480000,     22.392000,     21.396460,     1008.000000,       35.000000,      304.000000
                1581451920,           2020-02-11 20:12:00,           2020-02-11 12:12:00,      3.480000,     22.400000,     21.055840,     1008.000000,       39.000000,      304.000000
                1581451980,           2020-02-11 20:13:00,           2020-02-11 12:13:00,      3.480000,     22.400000,     21.755670,     1120.000000,       56.000000,      132.000000
                1581452040,           2020-02-11 20:14:00,           2020-02-11 12:14:00,      3.480000,     22.417000,     21.625610,     1116.000000,       38.000000,      163.000000
                1581452100,           2020-02-11 20:15:00,           2020-02-11 12:15:00,      3.480000,     22.408000,     21.408850,     1008.000000,       35.000000,      305.000000
                1581452160,           2020-02-11 20:16:00,           2020-02-11 12:16:00,      3.480000,     22.434000,     21.836180,     1116.000000,       32.000000,      159.000000
                1581452220,           2020-02-11 20:17:00,           2020-02-11 12:17:00,      3.470000,     22.434000,     21.718510,     1118.000000,       32.000000,      175.000000
                1581452280,           2020-02-11 20:18:00,           2020-02-11 12:18:00,      3.470000,     22.450000,     21.489360,     1120.000000,       64.000000,      128.000000
                1581452340,           2020-02-11 20:19:00,           2020-02-11 12:19:00,      3.470000,     22.408000,     21.566770,     1007.000000,       35.000000,      307.000000
                1581452400,           2020-02-11 20:20:00,           2020-02-11 12:20:00,      3.470000,     22.408000,     21.622510,     1107.000000,       79.000000,      152.000000
                1581452460,           2020-02-11 20:21:00,           2020-02-11 12:21:00,      3.470000,     22.425000,     21.665870,     1112.000000,       80.000000,      136.000000
                1581452520,           2020-02-11 20:22:00,           2020-02-11 12:22:00,      3.470000,     22.408000,     21.792830,     1120.000000,       33.000000,      167.000000
                1581452580,           2020-02-11 20:23:00,           2020-02-11 12:23:00,      3.470000,     22.450000,     21.935270,     1112.000000,       80.000000,      136.000000
                1581452640,           2020-02-11 20:24:00,           2020-02-11 12:24:00,      3.470000,     22.408000,     21.644190,     1007.000000,       35.000000,      304.000000
                1581452700,           2020-02-11 20:25:00,           2020-02-11 12:25:00,      3.470000,     22.442000,     21.588450,     1091.000000,       70.000000,      200.000000
                1581452760,           2020-02-11 20:26:00,           2020-02-11 12:26:00,      3.470000,     22.442000,     21.439810,     1100.000000,       76.000000,      176.000000
                1581452820,           2020-02-11 20:27:00,           2020-02-11 12:27:00,      3.470000,     22.434000,     21.514130,     1108.000000,       80.000000,      140.000000
                1581452880,           2020-02-11 20:28:00,           2020-02-11 12:28:00,      3.470000,     22.417000,     21.362400,     1120.000000,       32.000000,      172.000000
                1581452940,           2020-02-11 20:29:00,           2020-02-11 12:29:00,      3.470000,     22.450000,     21.693730,     1008.000000,       33.000000,      304.000000
                1581453000,           2020-02-11 20:30:00,           2020-02-11 12:30:00,      3.470000,     22.425000,     21.473880,     1120.000000,       56.000000,      129.000000
                1581453060,           2020-02-11 20:31:00,           2020-02-11 12:31:00,      3.470000,     22.425000,     21.517230,     1112.000000,       78.000000,      134.000000
                1581453120,           2020-02-11 20:32:00,           2020-02-11 12:32:00,      3.470000,     22.434000,     21.560580,     1116.000000,       64.000000,      120.000000
                1581453180,           2020-02-11 20:33:00,           2020-02-11 12:33:00,      3.470000,     22.434000,     21.709220,     1105.000000,       76.000000,      158.000000
                1581453240,           2020-02-11 20:34:00,           2020-02-11 12:34:00,      3.470000,     22.408000,     21.436720,     1100.000000,       76.000000,      172.000000
                1581453300,           2020-02-11 20:35:00,           2020-02-11 12:35:00,      3.470000,     22.417000,     21.625610,     1120.000000,       52.000000,      130.000000
                1581453360,           2020-02-11 20:36:00,           2020-02-11 12:36:00,      3.470000,     22.417000,     21.712310,     1120.000000,       32.000000,      167.000000
                1581453420,           2020-02-11 20:37:00,           2020-02-11 12:37:00,      3.470000,     22.442000,     21.672060,     1113.000000,       78.000000,      131.000000
                1581453480,           2020-02-11 20:38:00,           2020-02-11 12:38:00,      3.470000,     22.442000,     21.576060,     1103.000000,       78.000000,      166.000000
                1581453540,           2020-02-11 20:39:00,           2020-02-11 12:39:00,      3.470000,     22.425000,     21.848560,     1104.000000,       80.000000,      156.000000
                1581453600,           2020-02-11 20:40:00,           2020-02-11 12:40:00,      3.470000,     22.408000,     21.895010,     1112.000000,       80.000000,      134.000000
                1581453660,           2020-02-11 20:41:00,           2020-02-11 12:41:00,      3.470000,     22.425000,     21.514130,     1120.000000,       76.000000,      120.000000
                1581453720,           2020-02-11 20:42:00,           2020-02-11 12:42:00,      3.470000,     22.434000,     21.458390,     1112.000000,       80.000000,      136.000000
                1581453780,           2020-02-11 20:43:00,           2020-02-11 12:43:00,      3.470000,     22.434000,     21.743280,     1118.000000,       70.000000,      120.000000
                1581453840,           2020-02-11 20:44:00,           2020-02-11 12:44:00,      3.470000,     22.417000,     21.588450,     1112.000000,       80.000000,      134.000000
                1581453900,           2020-02-11 20:45:00,           2020-02-11 12:45:00,      3.470000,     22.434000,     21.600840,     1104.000000,       78.000000,      160.000000
                1581453960,           2020-02-11 20:46:00,           2020-02-11 12:46:00,      3.470000,     22.417000,     21.526520,     1107.000000,       80.000000,      147.000000
                1581454020,           2020-02-11 20:47:00,           2020-02-11 12:47:00,      3.470000,     22.442000,     21.659670,     1108.000000,       80.000000,      147.000000
                1581454080,           2020-02-11 20:48:00,           2020-02-11 12:48:00,      3.470000,     22.442000,     21.703020,     1007.000000,       32.000000,      304.000000
                1581454140,           2020-02-11 20:49:00,           2020-02-11 12:49:00,      3.470000,     22.400000,     21.638000,     1118.000000,       32.000000,      164.000000
                1581454200,           2020-02-11 20:50:00,           2020-02-11 12:50:00,      3.470000,     22.442000,     21.464590,     1112.000000,       78.000000,      124.000000
                1581454260,           2020-02-11 20:51:00,           2020-02-11 12:51:00,      3.470000,     22.442000,     21.582260,     1116.000000,       76.000000,      124.000000
                1581454320,           2020-02-11 20:52:00,           2020-02-11 12:52:00,      3.470000,     22.417000,     21.572970,     1008.000000,       32.000000,      304.000000
                1581454380,           2020-02-11 20:53:00,           2020-02-11 12:53:00,      3.470000,     22.442000,     21.566770,     1088.000000,       68.000000,      206.000000
                1581454440,           2020-02-11 20:54:00,           2020-02-11 12:54:00,      3.470000,     22.450000,     21.266410,     1107.000000,       80.000000,      144.000000
                1581454500,           2020-02-11 20:55:00,           2020-02-11 12:55:00,      3.470000,     22.442000,     21.712310,     1092.000000,       70.000000,      199.000000
                1581454560,           2020-02-11 20:56:00,           2020-02-11 12:56:00,      3.470000,     22.450000,     21.483170,     1116.000000,       78.000000,      128.000000
                1581454620,           2020-02-11 20:57:00,           2020-02-11 12:57:00,      3.470000,     22.425000,     21.789730,     1108.000000,       80.000000,      145.000000
                1581454680,           2020-02-11 20:58:00,           2020-02-11 12:58:00,      3.470000,     22.442000,     21.727800,     1006.000000,       35.000000,      304.000000
                1581454740,           2020-02-11 20:59:00,           2020-02-11 12:59:00,      3.470000,     22.425000,     21.857850,     1120.000000,       64.000000,      128.000000
                1581454800,           2020-02-11 21:00:00,           2020-02-11 13:00:00,      3.470000,     22.425000,     21.511040,     1120.000000,       54.000000,      128.000000
                1581454860,           2020-02-11 21:01:00,           2020-02-11 13:01:00,      3.470000,     22.459000,     21.260210,     1116.000000,       76.000000,      120.000000
                1581454920,           2020-02-11 21:02:00,           2020-02-11 13:02:00,      3.470000,     22.459000,     22.440010,     1110.000000,       78.000000,      176.000000
                1581454980,           2020-02-11 21:03:00,           2020-02-11 13:03:00,      3.470000,     22.467000,     22.412140,     1104.000000,       76.000000,      184.000000
                1581455040,           2020-02-11 21:04:00,           2020-02-11 13:04:00,      3.470000,     22.517000,     22.436910,     1107.000000,       78.000000,      164.000000
                1581455100,           2020-02-11 21:05:00,           2020-02-11 13:05:00,      3.470000,     22.517000,     22.260410,     1084.000000,       64.000000,      246.000000
                1581455160,           2020-02-11 21:06:00,           2020-02-11 13:06:00,      3.460000,     22.542000,     22.251120,     1095.000000,       71.000000,      206.000000
                1581455220,           2020-02-11 21:07:00,           2020-02-11 13:07:00,      3.470000,     22.534000,     22.179900,     1096.000000,       72.000000,      198.000000
                1581455280,           2020-02-11 21:08:00,           2020-02-11 13:08:00,      3.470000,     22.576000,     22.195380,     1112.000000,       76.000000,      156.000000
                1581455340,           2020-02-11 21:09:00,           2020-02-11 13:09:00,      3.460000,     22.584000,     22.248020,     1084.000000,       64.000000,      240.000000
                1581455400,           2020-02-11 21:10:00,           2020-02-11 13:10:00,      3.470000,     22.567000,     22.170610,     1091.000000,       70.000000,      220.000000
                1581455460,           2020-02-11 21:11:00,           2020-02-11 13:11:00,      3.460000,     22.584000,     22.124160,     1113.000000,       78.000000,      147.000000
                1581455520,           2020-02-11 21:12:00,           2020-02-11 13:12:00,      3.460000,     22.601000,     22.201570,     1113.000000,       80.000000,      152.000000
                1581455580,           2020-02-11 21:13:00,           2020-02-11 13:13:00,      3.460000,     22.643000,     22.328530,     1102.000000,       76.000000,      188.000000
                1581455640,           2020-02-11 21:14:00,           2020-02-11 13:14:00,      3.460000,     22.609000,     22.254220,     1112.000000,       80.000000,      158.000000
                1581455700,           2020-02-11 21:15:00,           2020-02-11 13:15:00,      3.460000,     22.626000,     22.127260,     1087.000000,       68.000000,      227.000000
                1581455760,           2020-02-11 21:16:00,           2020-02-11 13:16:00,      3.460000,     22.634000,     22.399760,     1116.000000,       38.000000,      191.000000
                1581455820,           2020-02-11 21:17:00,           2020-02-11 13:17:00,      3.460000,     22.651000,     22.223250,     1091.000000,       70.000000,      214.000000
                1581455880,           2020-02-11 21:18:00,           2020-02-11 13:18:00,      3.460000,     22.668000,     21.987910,     1072.000000,       56.000000,      278.000000
                1581455940,           2020-02-11 21:19:00,           2020-02-11 13:19:00,      3.460000,     22.668000,     22.229440,     1111.000000,       79.000000,      161.000000
                1581456000,           2020-02-11 21:20:00,           2020-02-11 13:20:00,      3.460000,     22.651000,     22.152030,     1100.000000,       76.000000,      192.000000
                1581456060,           2020-02-11 21:21:00,           2020-02-11 13:21:00,      3.460000,     22.685000,     22.263510,     1089.000000,       71.000000,      216.000000
                1581456120,           2020-02-11 21:22:00,           2020-02-11 13:22:00,      3.460000,     22.685000,     21.814500,     1095.000000,       72.000000,      200.000000
                1581456180,           2020-02-11 21:23:00,           2020-02-11 13:23:00,      3.460000,     22.693000,     22.198480,     1072.000000,       56.000000,      272.000000
                1581456240,           2020-02-11 21:24:00,           2020-02-11 13:24:00,      3.460000,     22.701000,     22.244930,     1097.000000,       76.000000,      200.000000
                1581456300,           2020-02-11 21:25:00,           2020-02-11 13:25:00,      3.460000,     22.701000,     22.108680,     1105.000000,       78.000000,      176.000000
                1581456360,           2020-02-11 21:26:00,           2020-02-11 13:26:00,      3.460000,     22.718000,     22.198480,     1060.000000,       51.000000,      295.000000
                1581456420,           2020-02-11 21:27:00,           2020-02-11 13:27:00,      3.460000,     22.710000,     22.077710,     1099.000000,       76.000000,      200.000000
                1581456480,           2020-02-11 21:28:00,           2020-02-11 13:28:00,      3.460000,     22.735000,     22.046750,     1112.000000,       78.000000,      152.000000
                1581456540,           2020-02-11 21:29:00,           2020-02-11 13:29:00,      3.460000,     22.735000,     22.272800,     1091.000000,       70.000000,      216.000000
                1581456600,           2020-02-11 21:30:00,           2020-02-11 13:30:00,      3.460000,     22.760000,     22.340920,     1092.000000,       71.000000,      216.000000
                1581456660,           2020-02-11 21:31:00,           2020-02-11 13:31:00,      3.460000,     22.751000,     22.356400,     1087.000000,       65.000000,      240.000000
                1581456720,           2020-02-11 21:32:00,           2020-02-11 13:32:00,      3.460000,     22.777000,     22.409050,     1080.000000,       62.000000,      252.000000
                1581456780,           2020-02-11 21:33:00,           2020-02-11 13:33:00,      3.460000,     22.760000,     22.340920,     1087.000000,       64.000000,      236.000000
                1581456840,           2020-02-11 21:34:00,           2020-02-11 13:34:00,      3.460000,     22.785000,     22.043650,     1105.000000,       80.000000,      168.000000
                1581456900,           2020-02-11 21:35:00,           2020-02-11 13:35:00,      3.460000,     22.751000,     22.322340,     1072.000000,       56.000000,      263.000000
                1581456960,           2020-02-11 21:36:00,           2020-02-11 13:36:00,      3.460000,     22.785000,     22.186090,     1068.000000,       56.000000,      276.000000
                1581457020,           2020-02-11 21:37:00,           2020-02-11 13:37:00,      3.460000,     22.777000,     21.867140,     1086.000000,       67.000000,      236.000000
                1581457080,           2020-02-11 21:38:00,           2020-02-11 13:38:00,      3.460000,     22.785000,     22.291380,     1063.000000,       48.000000,      294.000000
                1581457140,           2020-02-11 21:39:00,           2020-02-11 13:39:00,      3.460000,     22.793000,     22.198480,     1094.000000,       70.000000,      224.000000
                1581457200,           2020-02-11 21:40:00,           2020-02-11 13:40:00,      3.460000,     22.802000,     22.223250,     1088.000000,       67.000000,      224.000000
                1581457260,           2020-02-11 21:41:00,           2020-02-11 13:41:00,      3.460000,     22.802000,     22.309950,     1087.000000,       67.000000,      224.000000
                1581457320,           2020-02-11 21:42:00,           2020-02-11 13:42:00,      3.460000,     22.802000,     22.266600,     1096.000000,       72.000000,      200.000000
                1581457380,           2020-02-11 21:43:00,           2020-02-11 13:43:00,      3.460000,     22.810000,     22.390470,     1072.000000,       56.000000,      264.000000
                1581457440,           2020-02-11 21:44:00,           2020-02-11 13:44:00,      3.460000,     22.827000,     22.031260,     1040.000000,       40.000000,      320.000000
                1581457500,           2020-02-11 21:45:00,           2020-02-11 13:45:00,      3.460000,     22.802000,     22.399760,     1088.000000,       65.000000,      232.000000
                1581457560,           2020-02-11 21:46:00,           2020-02-11 13:46:00,      3.460000,     22.818000,     22.040550,     1052.000000,       44.000000,      310.000000
                1581457620,           2020-02-11 21:47:00,           2020-02-11 13:47:00,      3.460000,     22.827000,     22.303760,     1084.000000,       64.000000,      241.000000
                1581457680,           2020-02-11 21:48:00,           2020-02-11 13:48:00,      3.460000,     22.843000,     22.124160,     1059.000000,       49.000000,      295.000000
                1581457740,           2020-02-11 21:49:00,           2020-02-11 13:49:00,      3.460000,     22.835000,     22.251120,     1027.000000,       40.000000,      327.000000
                1581457800,           2020-02-11 21:50:00,           2020-02-11 13:50:00,      3.460000,     22.860000,     22.015780,     1052.000000,       48.000000,      312.000000
                1581457860,           2020-02-11 21:51:00,           2020-02-11 13:51:00,      3.460000,     22.852000,     22.226350,     1086.000000,       67.000000,      236.000000
                1581457920,           2020-02-11 21:52:00,           2020-02-11 13:52:00,      3.460000,     22.835000,     22.306860,     1049.000000,       48.000000,      312.000000
                1581457980,           2020-02-11 21:53:00,           2020-02-11 13:53:00,      3.460000,     22.860000,     22.210860,     1065.000000,       54.000000,      280.000000
                1581458040,           2020-02-11 21:54:00,           2020-02-11 13:54:00,      3.460000,     22.852000,     22.340920,     1024.000000,       36.000000,      327.000000
                1581458100,           2020-02-11 21:55:00,           2020-02-11 13:55:00,      3.460000,     22.860000,     22.272800,     1048.000000,       48.000000,      312.000000
                1581458160,           2020-02-11 21:56:00,           2020-02-11 13:56:00,      3.460000,     22.860000,     22.554580,     1059.000000,       48.000000,      300.000000
                1581458220,           2020-02-11 21:57:00,           2020-02-11 13:57:00,      3.460000,     22.860000,     22.303760,     1080.000000,       60.000000,      252.000000
                1581458280,           2020-02-11 21:58:00,           2020-02-11 13:58:00,      3.460000,     22.860000,     22.378080,     1043.000000,       44.000000,      316.000000
                1581458340,           2020-02-11 21:59:00,           2020-02-11 13:59:00,      3.460000,     22.869000,     22.514330,     1084.000000,       60.000000,      248.000000
                1581458400,           2020-02-11 22:00:00,           2020-02-11 14:00:00,      3.460000,     22.843000,     22.251120,     1062.000000,       49.000000,      294.000000
                1581458460,           2020-02-11 22:01:00,           2020-02-11 14:01:00,      3.460000,     22.877000,     22.213960,     1031.000000,       38.000000,      323.000000
                1581458520,           2020-02-11 22:02:00,           2020-02-11 14:02:00,      3.460000,     22.860000,     22.316150,     1080.000000,       64.000000,      248.000000
                1581458580,           2020-02-11 22:03:00,           2020-02-11 14:03:00,      3.460000,     22.869000,     22.492650,     1038.000000,       40.000000,      323.000000
                1581458640,           2020-02-11 22:04:00,           2020-02-11 14:04:00,      3.460000,     22.877000,     22.297570,     1049.000000,       48.000000,      312.000000
                1581458700,           2020-02-11 22:05:00,           2020-02-11 14:05:00,      3.460000,     22.877000,     22.446200,     1078.000000,       60.000000,      259.000000
                1581458760,           2020-02-11 22:06:00,           2020-02-11 14:06:00,      3.460000,     22.869000,     22.170610,     1080.000000,       60.000000,      256.000000
                1581458820,           2020-02-11 22:07:00,           2020-02-11 14:07:00,      3.460000,     22.877000,     22.266600,     1084.000000,       64.000000,      248.000000
                1581458880,           2020-02-11 22:08:00,           2020-02-11 14:08:00,      3.460000,     22.902000,     22.155130,     1100.000000,       78.000000,      188.000000
                1581458940,           2020-02-11 22:09:00,           2020-02-11 14:09:00,      3.460000,     22.885000,     15.816420,     1046.000000,       32.000000,      291.000000
                1581459000,           2020-02-11 22:10:00,           2020-02-11 14:10:00,      3.460000,     22.927000,      2.055200,      752.000000,     -570.000000,     -400.000000
                1581459060,           2020-02-11 22:11:00,           2020-02-11 14:11:00,      3.460000,     22.944000,      0.324210,     -154.000000,      328.000000,     -816.000000
